相对路径,文件,通道,采样率,时长(秒),故障类别,外圈方位,采样点位,尺寸(inch),载荷,RPM,均值,标准差,RMS,峭度,偏度,峰值,峰值因子
12kHz_DE_data\OR\Centered\0021\OR021@6_0.mat,OR021@6_0.mat,BA,12000.0,3.0,外圈,6点位(Centered),,0.021,,1796,0.0007570227902849613,0.10380811206003912,0.10381087232546815,7.240880195379244,0.6760207197873991,0.8480461180963628,8.169145476762454
12kHz_DE_data\OR\Centered\0021\OR021@6_1.mat,OR021@6_1.mat,DE,12000.0,3.0,外圈,6点位(Centered),,0.021,,1771,-3.631516060480003e-05,0.5566176405072822,0.5566176416919293,17.290287201788875,0.15298111778570017,6.11624763111758,10.988238914825367
12kHz_DE_data\OR\Centered\0021\OR021@6_1.mat,OR021@6_1.mat,FE,12000.0,3.0,外圈,6点位(Centered),,0.021,,1771,-0.00023881226796164493,0.18201637197212364,0.182016528637357,9.681708005365255,0.37423237759235606,1.803137741368402,9.90645055626188
12kHz_DE_data\OR\Centered\0021\OR021@6_1.mat,OR021@6_1.mat,BA,12000.0,3.0,外圈,6点位(Centered),,0.021,,1771,3.480265763436808e-05,0.09093243960949211,0.09093244626951871,8.013485962678347,0.6184848390057658,0.739509171477285,8.13251157112194
12kHz_DE_data\OR\Centered\0021\OR021@6_2.mat,OR021@6_2.mat,DE,12000.0,3.0,外圈,6点位(Centered),,0.021,,1748,3.308351357580967e-05,0.5551895464417177,0.5551895474274342,20.53319378487701,0.11032910319455577,6.649563870794569,11.977105659871409
12kHz_DE_data\OR\Centered\0021\OR021@6_2.mat,OR021@6_2.mat,FE,12000.0,3.0,外圈,6点位(Centered),,0.021,,1748,0.00011054957857168109,0.19621017881878883,0.19621020996194466,10.655807181779027,0.1669080772883395,1.889642726194733,9.630705387661695
12kHz_DE_data\OR\Centered\0021\OR021@6_2.mat,OR021@6_2.mat,BA,12000.0,3.0,外圈,6点位(Centered),,0.021,,1748,-0.00033244536335180926,0.08982404565612014,0.08982466085631699,8.47942081502403,0.6737192779373102,0.7583725925452097,8.442810530153832
12kHz_DE_data\OR\Centered\0021\OR021@6_3.mat,OR021@6_3.mat,DE,12000.0,3.0,外圈,6点位(Centered),,0.021,,1721,-0.00027433769504272903,0.5148032849012307,0.5148033579982444,19.06878748490586,0.11234666281180797,5.908682646001453,11.477552650349269
12kHz_DE_data\OR\Centered\0021\OR021@6_3.mat,OR021@6_3.mat,FE,12000.0,3.0,外圈,6点位(Centered),,0.021,,1721,-0.0005251021314654043,0.1911790188416167,0.19117973997652496,10.669606843692403,0.24187697448649087,1.9867025770604538,10.391804996200968
12kHz_DE_data\OR\Centered\0021\OR021@6_3.mat,OR021@6_3.mat,BA,12000.0,3.0,外圈,6点位(Centered),,0.021,,1721,-0.00038101530537852115,0.09399370126318873,0.09399447350677856,6.866932051886952,0.654394477947471,0.8562615411464294,9.109700913263573
12kHz_DE_data\OR\Opposite\0007\OR007@12_0.mat,OR007@12_0.mat,DE,12000.0,3.0,外圈,12点位(Opposite),,0.007,,1797,0.00037722629938899903,0.24136411764449156,0.24136441242649034,4.47337615264605,-0.02760734499996426,1.7473251608773688,7.239365336882595
12kHz_DE_data\OR\Opposite\0007\OR007@12_0.mat,OR007@12_0.mat,FE,12000.0,3.0,外圈,12点位(Opposite),,0.007,,1797,0.00016359294817929767,0.12863184438135286,0.1286319484094106,1.8851860796723567,0.008429637842086248,1.020662375422927,7.93475017710496
12kHz_DE_data\OR\Opposite\0007\OR007@12_0.mat,OR007@12_0.mat,BA,12000.0,3.0,外圈,12点位(Opposite),,0.007,,1797,0.0007436142126720639,0.03978049397881568,0.03978744353807968,-0.0723899982673073,0.01806716881583975,0.16644948217508557,4.183467631334003
12kHz_DE_data\OR\Opposite\0007\OR007@12_1.mat,OR007@12_1.mat,DE,12000.0,3.0,外圈,12点位(Opposite),,0.007,,1773,-5.754150580540859e-05,0.23711940887354854,0.23711941585531537,4.353609191674966,-0.03906884955905571,1.6484552640264634,6.952004575754824
12kHz_DE_data\OR\Opposite\0007\OR007@12_1.mat,OR007@12_1.mat,FE,12000.0,3.0,外圈,12点位(Opposite),,0.007,,1773,-0.000416725986809835,0.13694396083968444,0.13694459489519514,1.9956755492628266,-0.010404574187147787,1.0993532001243012,8.027722459332152
12kHz_DE_data\OR\Opposite\0007\OR007@12_1.mat,OR007@12_1.mat,BA,12000.0,3.0,外圈,12点位(Opposite),,0.007,,1773,-0.0004748329165294673,0.0404215598029893,0.04042434864293128,-0.15312313107095266,0.024739849178024544,0.16916576210819853,4.184749236220021
12kHz_DE_data\OR\Opposite\0007\OR007@12_2.mat,OR007@12_2.mat,DE,12000.0,3.0,外圈,12点位(Opposite),,0.007,,1750,2.9642639087334945e-05,0.26867447797348476,0.268674479608709,5.460180366399911,-0.010028151131995153,1.908544982116956,7.103558867580258
12kHz_DE_data\OR\Opposite\0007\OR007@12_2.mat,OR007@12_2.mat,FE,12000.0,3.0,外圈,12点位(Opposite),,0.007,,1750,-0.00047303987721483557,0.14591763393603452,0.14591840069098894,3.953289655644001,-0.008040255132403706,1.187874911139841,8.140679348969847
12kHz_DE_data\OR\Opposite\0007\OR007@12_2.mat,OR007@12_2.mat,BA,12000.0,3.0,外圈,12点位(Opposite),,0.007,,1750,-0.0001301857773894181,0.04031113648904289,0.04031134670753235,0.26068073029043193,0.024674369588637123,0.20531204612172038,5.093157705975547
12kHz_DE_data\OR\Opposite\0007\OR007@12_3.mat,OR007@12_3.mat,DE,12000.0,3.0,外圈,12点位(Opposite),,0.007,,1724,0.0002639106137268053,0.25906465675096907,0.2590647911745428,5.079010514027971,-0.03191090492478368,1.9109413916772469,7.37630684205854
12kHz_DE_data\OR\Opposite\0007\OR007@12_3.mat,OR007@12_3.mat,FE,12000.0,3.0,外圈,12点位(Opposite),,0.007,,1724,-0.0001634399308768646,0.14204249671612848,0.1420425907464461,3.258917241977678,-0.003154409374393892,1.088315217998416,7.661893607256988
12kHz_DE_data\OR\Opposite\0007\OR007@12_3.mat,OR007@12_3.mat,BA,12000.0,3.0,外圈,12点位(Opposite),,0.007,,1724,0.0005364415144512736,0.044582414409991944,0.044585641681181225,0.09484036609019775,0.09641374338118358,0.18367087621057349,4.119507296181801
12kHz_DE_data\OR\Opposite\0021\OR021@12_0.mat,OR021@12_0.mat,DE,12000.0,3.0,外圈,12点位(Opposite),,0.021,,1796,0.016804283362470203,0.3854478281621947,0.38581396057462586,31.25657645684256,-0.3363071056875375,4.502311599352712,11.669644075727671
12kHz_DE_data\OR\Opposite\0021\OR021@12_0.mat,OR021@12_0.mat,FE,12000.0,3.0,外圈,12点位(Opposite),,0.021,,1796,-0.0001785295781767504,0.13709896474959257,0.13709908098969997,4.548569432751738,0.08341971416228262,0.8899622658258635,6.491380244136901
12kHz_DE_data\OR\Opposite\0021\OR021@12_0.mat,OR021@12_0.mat,BA,12000.0,3.0,外圈,12点位(Opposite),,0.021,,1796,-0.00034173141577457505,0.06189961902711197,0.06190056232428046,3.2002826078966073,-0.3585102184521407,0.45244788100034433,7.309269318590211
12kHz_DE_data\OR\Opposite\0021\OR021@12_1.mat,OR021@12_1.mat,DE,12000.0,3.0,外圈,12点位(Opposite),,0.021,,1771,0.00029086124468418205,0.3504474829573278,0.3504476036605047,30.635725641342844,-0.39425177052707894,3.994115114465008,11.397181983114079
12kHz_DE_data\OR\Opposite\0021\OR021@12_1.mat,OR021@12_1.mat,FE,12000.0,3.0,外圈,12点位(Opposite),,0.021,,1771,-0.0007714778899964628,0.13627735454809048,0.13627953823212313,7.095195804567471,0.12294129581453246,1.0342972199607035,7.589526889935588
12kHz_DE_data\OR\Opposite\0021\OR021@12_1.mat,OR021@12_1.mat,BA,12000.0,3.0,外圈,12点位(Opposite),,0.021,,1771,9.076492231670745e-05,0.058224552676390755,0.058224623422027603,4.832819604665263,-0.5099668072539142,0.44580778722407305,7.656688202047084
12kHz_DE_data\OR\Opposite\0021\OR021@12_2.mat,OR021@12_2.mat,DE,12000.0,3.0,外圈,12点位(Opposite),,0.021,,1746,9.721071062781386e-05,0.34450454205074155,0.3445045557659774,28.537766778087267,-0.413762481232478,3.7579684217552054,10.908327216166049
12kHz_DE_data\OR\Opposite\0021\OR021@12_2.mat,OR021@12_2.mat,FE,12000.0,3.0,外圈,12点位(Opposite),,0.021,,1746,-0.0008840336777978894,0.13617755412643903,0.13618042356889154,6.298292930722395,0.06780148208762447,1.1276739550595758,8.280734671743058
12kHz_DE_data\OR\Opposite\0021\OR021@12_2.mat,OR021@12_2.mat,BA,12000.0,3.0,外圈,12点位(Opposite),,0.021,,1746,-0.0002458885384541983,0.05909405392504328,0.059094565490146946,4.52427859798905,-0.4682124866164663,0.42451355819226233,7.183631094860035
12kHz_DE_data\OR\Opposite\0021\OR021@12_3.mat,OR021@12_3.mat,DE,12000.0,3.0,外圈,12点位(Opposite),,0.021,,1718,-0.0001656235005376286,0.3115676157996906,0.31156765982086065,30.384694627535396,-0.45819192434584494,3.679056336399108,11.808209935891366
12kHz_DE_data\OR\Opposite\0021\OR021@12_3.mat,OR021@12_3.mat,FE,12000.0,3.0,外圈,12点位(Opposite),,0.021,,1718,-0.0007726652929011624,0.14138990165628904,0.14139201286504816,3.2785644497220527,0.006505930523400213,0.9611025660504768,6.79743181086051
12kHz_DE_data\OR\Opposite\0021\OR021@12_3.mat,OR021@12_3.mat,BA,12000.0,3.0,外圈,12点位(Opposite),,0.021,,1718,0.0003368020141397288,0.06326926360313112,0.06327016004783946,3.0786406741727053,-0.3636999943148522,0.43121251051800674,6.815416780864169
12kHz_DE_data\OR\Orthogonal\0007\OR007@3_0.mat,OR007@3_0.mat,DE,12000.0,3.0,外圈,3点位(Orthogonal),,0.007,,1797,0.00045159407945583236,0.762069656688302,0.7620697904931274,1.260318476972957,0.0654804086586464,3.217957856690345,4.222655059726272
12kHz_DE_data\OR\Orthogonal\0007\OR007@3_0.mat,OR007@3_0.mat,FE,12000.0,3.0,外圈,3点位(Orthogonal),,0.007,,1797,0.0005365657761626855,0.1668694522187449,0.166870314875403,0.12499634938328752,0.017584595229372793,0.6771677394763624,4.05804795168022
12kHz_DE_data\OR\Orthogonal\0007\OR007@3_0.mat,OR007@3_0.mat,BA,12000.0,3.0,外圈,3点位(Orthogonal),,0.007,,1797,2.5151960411334777e-05,0.08642037477436552,0.08642037843450412,0.19893830439760984,-0.12132083087302814,0.36974093490798804,4.278399858989342
12kHz_DE_data\OR\Orthogonal\0007\OR007@3_1.mat,OR007@3_1.mat,DE,12000.0,3.0,外圈,3点位(Orthogonal),,0.007,,1774,0.0003722678747230897,0.8473492926216523,0.8473493743962905,1.060600744539828,0.07456643766060471,3.3796156629373755,3.988455960500642
12kHz_DE_data\OR\Orthogonal\0007\OR007@3_1.mat,OR007@3_1.mat,FE,12000.0,3.0,外圈,3点位(Orthogonal),,0.007,,1774,2.7025485839300644e-05,0.18962128963905955,0.18962129156494265,0.4170066865497817,0.10270586922606581,0.8230838756373545,4.340672235931163
12kHz_DE_data\OR\Orthogonal\0007\OR007@3_1.mat,OR007@3_1.mat,BA,12000.0,3.0,外圈,3点位(Orthogonal),,0.007,,1774,-0.0004965650552321944,0.09000826774795496,0.09000963748311414,-0.06099895584692794,-0.09720483275967443,0.38936658251153344,4.32583213752615
12kHz_DE_data\OR\Orthogonal\0007\OR007@3_2.mat,OR007@3_2.mat,DE,12000.0,3.0,外圈,3点位(Orthogonal),,0.007,,1751,-0.0003119229990653209,0.8512685353241031,0.8512685924717304,0.9999018412421834,0.07324815630318025,3.5183211741732565,4.133032987811183
12kHz_DE_data\OR\Orthogonal\0007\OR007@3_2.mat,OR007@3_2.mat,FE,12000.0,3.0,外圈,3点位(Orthogonal),,0.007,,1751,0.001028749207631285,0.1850113844036565,0.18501424454319662,0.3108807744228117,0.05638876258939703,0.8108342467519646,4.382550374723462
12kHz_DE_data\OR\Orthogonal\0007\OR007@3_2.mat,OR007@3_2.mat,BA,12000.0,3.0,外圈,3点位(Orthogonal),,0.007,,1751,5.249409946640078e-05,0.09034632063702171,0.09034633588739509,-0.1331217023120841,-0.20418554488466353,0.3708903682546385,4.1052065323037
12kHz_DE_data\OR\Orthogonal\0007\OR007@3_3.mat,OR007@3_3.mat,DE,12000.0,3.0,外圈,3点位(Orthogonal),,0.007,,1725,0.0005669732398066069,0.7905147536444591,0.7905149569667955,1.0441476445550393,0.08270102318104758,3.307814978961696,4.184380004211149
12kHz_DE_data\OR\Orthogonal\0007\OR007@3_3.mat,OR007@3_3.mat,FE,12000.0,3.0,外圈,3点位(Orthogonal),,0.007,,1725,-0.00119790619013137,0.1790536885282818,0.17905769560346552,0.21593394937086074,-0.0843999002842339,0.8179928201735049,4.5683198223716746
12kHz_DE_data\OR\Orthogonal\0007\OR007@3_3.mat,OR007@3_3.mat,BA,12000.0,3.0,外圈,3点位(Orthogonal),,0.007,,1725,-0.0001794765499392814,0.09478699968791085,0.09478716960468853,0.06694228591078977,-0.23396471792225687,0.3880900657091876,4.094331198280566
12kHz_DE_data\OR\Orthogonal\0021\OR021@3_0.mat,OR021@3_0.mat,DE,12000.0,3.0,外圈,3点位(Orthogonal),,0.021,,1796,0.0007184011874679007,0.31583500215069876,0.3158358191906011,3.7163623294301225,0.08067555530774669,2.3279962934285416,7.370906502608048
12kHz_DE_data\OR\Orthogonal\0021\OR021@3_0.mat,OR021@3_0.mat,FE,12000.0,3.0,外圈,3点位(Orthogonal),,0.021,,1796,0.00014454737556624254,0.2242908502348483,0.2242908968126324,1.629181967901336,-0.004651314988653701,1.2029086114628174,5.36316287712604
12kHz_DE_data\OR\Orthogonal\0021\OR021@3_0.mat,OR021@3_0.mat,BA,12000.0,3.0,外圈,3点位(Orthogonal),,0.021,,1796,-0.00014618784271947896,0.1421714464591021,0.1421715216179341,1.305948723771329,-0.04028054437993819,0.7157901444571827,5.03469426444466
12kHz_DE_data\OR\Orthogonal\0021\OR021@3_1.mat,OR021@3_1.mat,DE,12000.0,3.0,外圈,3点位(Orthogonal),,0.021,,1771,-0.0004712475937251271,0.2845073182278771,0.2845077085063129,4.023999432660518,0.13180119667266518,2.1860542223452857,7.6836379366388226
12kHz_DE_data\OR\Orthogonal\0021\OR021@3_1.mat,OR021@3_1.mat,FE,12000.0,3.0,外圈,3点位(Orthogonal),,0.021,,1771,-0.001181871547879138,0.21914857329983722,0.21915176020217092,2.9011202605073443,-0.15045385763386554,1.5646629464468689,7.139632120697743
12kHz_DE_data\OR\Orthogonal\0021\OR021@3_1.mat,OR021@3_1.mat,BA,12000.0,3.0,外圈,3点位(Orthogonal),,0.021,,1771,0.0003035216913762242,0.1308253975862032,0.1308257496787436,1.7061136296003632,-0.07424162740092836,0.6798269841675094,5.196431022462291
12kHz_DE_data\OR\Orthogonal\0021\OR021@3_2.mat,OR021@3_2.mat,DE,12000.0,3.0,外圈,3点位(Orthogonal),,0.021,,1747,0.00021444388134883,0.2779986911491937,0.2779987738585245,3.711385118544869,0.14589724629273887,1.9199775507409629,6.906424528757284
12kHz_DE_data\OR\Orthogonal\0021\OR021@3_2.mat,OR021@3_2.mat,FE,12000.0,3.0,外圈,3点位(Orthogonal),,0.021,,1747,-0.0001945952999289086,0.22347629972975866,0.22347638445311324,2.660243706708906,-0.12497182263421543,1.454958615602959,6.510569871458693
12kHz_DE_data\OR\Orthogonal\0021\OR021@3_2.mat,OR021@3_2.mat,BA,12000.0,3.0,外圈,3点位(Orthogonal),,0.021,,1747,-0.00028762089971811575,0.13146670801200938,0.13146702263798662,1.8132991216988277,-0.06268334177150411,0.6510799369031252,4.952420187501831
12kHz_DE_data\OR\Orthogonal\0021\OR021@3_3.mat,OR021@3_3.mat,DE,12000.0,3.0,外圈,3点位(Orthogonal),,0.021,,1719,5.257249716218276e-05,0.2816980592639484,0.2816980641696752,3.662933409015446,0.16389038592029945,2.0966176774328464,7.442783405746057
12kHz_DE_data\OR\Orthogonal\0021\OR021@3_3.mat,OR021@3_3.mat,FE,12000.0,3.0,外圈,3点位(Orthogonal),,0.021,,1719,-5.1287019864597826e-05,0.21784414566181443,0.21784415169906265,2.773194599580224,-0.17765562763459172,1.514813838686531,6.9536585071108385
12kHz_DE_data\OR\Orthogonal\0021\OR021@3_3.mat,OR021@3_3.mat,BA,12000.0,3.0,外圈,3点位(Orthogonal),,0.021,,1719,-0.00019475184628256015,0.1322635195457452,0.13226366292715983,1.722830860393577,0.04506270093303684,0.6995515739186366,5.28906850480841
12kHz_FE_data\B\0007\B007_0.mat,B007_0.mat,DE,12000.0,3.0,滚动体,,,0.007,0.0,1798,-0.0002679227735157206,0.0848989287641221,0.08489935151641648,0.33012927153237515,0.024638014215741084,0.42075287802745226,4.9559021419155815
12kHz_FE_data\B\0007\B007_0.mat,B007_0.mat,FE,12000.0,3.0,滚动体,,,0.007,0.0,1798,0.0007131049502456994,0.15032013851222295,0.15032182995494686,14.396653176971846,0.08850410638596565,2.185836216046927,14.54104315189648
12kHz_FE_data\B\0007\B007_0.mat,B007_0.mat,BA,12000.0,3.0,滚动体,,,0.007,0.0,1798,0.00051833854935506,0.1186236598074172,0.11862479226939701,-0.8822520476409705,-0.05952291042019634,0.3332070331612725,2.808915630423689
12kHz_FE_data\B\0007\B007_1.mat,B007_1.mat,DE,12000.0,3.0,滚动体,,,0.007,1.0,1777,-0.002003192461445171,0.08030949427913653,0.08033447361754636,0.16629062563130237,0.015151105934679424,0.3872279051499571,4.8201959596257336
12kHz_FE_data\B\0007\B007_1.mat,B007_1.mat,FE,12000.0,3.0,滚动体,,,0.007,1.0,1777,-0.0007802510422004198,0.13293118130892356,0.13293347116461968,24.818584096794112,0.13886264851241403,1.9921297881425037,14.985915666608353
12kHz_FE_data\B\0007\B007_1.mat,B007_1.mat,BA,12000.0,3.0,滚动体,,,0.007,1.0,1777,-0.001901102108499472,0.1604770264874069,0.1604882868606517,-1.3009857915944043,-0.027881854370073123,0.38177316313745874,2.3788225957508264
12kHz_FE_data\B\0007\B007_2.mat,B007_2.mat,DE,12000.0,3.0,滚动体,,,0.007,2.0,1755,-0.00018332322217539174,0.08261788084996188,0.08261808424033014,0.14420561718106573,-0.04820655363511904,0.46570289151058125,5.636815423556477
12kHz_FE_data\B\0007\B007_2.mat,B007_2.mat,FE,12000.0,3.0,滚动体,,,0.007,2.0,1755,-0.00026182655799325484,0.12859517660462075,0.12859544315068117,5.557841621209985,-0.05764095938998157,1.1654549846820916,9.06295710118184
12kHz_FE_data\B\0007\B007_2.mat,B007_2.mat,BA,12000.0,3.0,滚动体,,,0.007,2.0,1755,0.00012734971541495383,0.1999758376628459,0.19997587821261573,-1.3157623869286126,-0.019501128670265763,0.4490535313495373,2.2455384887576315
12kHz_FE_data\B\0007\B007_3.mat,B007_3.mat,DE,12000.0,3.0,滚动体,,,0.007,3.0,1732,-0.0001676179536239835,0.0889122761092068,0.08891243410624973,0.9313098592884308,-0.01901077788583394,0.6197492426651385,6.970332652512275
12kHz_FE_data\B\0007\B007_3.mat,B007_3.mat,FE,12000.0,3.0,滚动体,,,0.007,3.0,1732,0.00022869079671095454,0.11030762816199077,0.11030786522367532,0.02772792515119571,-0.12263857916110849,0.45863625572565564,4.157783806219638
12kHz_FE_data\B\0007\B007_3.mat,B007_3.mat,BA,12000.0,3.0,滚动体,,,0.007,3.0,1732,0.00036590260023161434,0.23385083331495704,0.2338511195757093,-1.3252447302441368,-0.012507144211282335,0.5210921416924396,2.228307235124166
12kHz_FE_data\B\0014\B014_0.mat,B014_0.mat,DE,12000.0,3.0,滚动体,,,0.014,0.0,1796,-0.00014409753477044346,0.15833113077373634,0.15833119634547554,7.725508634939791,0.0016555613688830349,1.546513033447709,9.7675825683351
12kHz_FE_data\B\0014\B014_0.mat,B014_0.mat,FE,12000.0,3.0,滚动体,,,0.014,0.0,1796,0.00011553567380021374,0.2566020722039083,0.2566020982140086,7.946844996337894,0.0903539650300533,2.94057759526976,11.45967868437806
12kHz_FE_data\B\0014\B014_0.mat,B014_0.mat,BA,12000.0,3.0,滚动体,,,0.014,0.0,1796,0.000984184106892646,0.2942663756146187,0.2942680214289689,-1.312603492141031,-0.022906971531399645,0.6879285510178463,2.3377618392826287
12kHz_FE_data\B\0014\B014_1.mat,B014_1.mat,DE,12000.0,3.0,滚动体,,,0.014,1.0,1775,2.7659486049439958e-05,0.12262273963566347,0.1226227427551793,10.727262786956368,0.0586229731243903,1.434767865934264,11.700666888513735
12kHz_FE_data\B\0014\B014_1.mat,B014_1.mat,FE,12000.0,3.0,滚动体,,,0.014,1.0,1775,-5.5565094291945854e-05,0.1753139840459357,0.17531399285150714,20.54999881456745,0.16967144480578347,2.667048847201074,15.212983309667091
12kHz_FE_data\B\0014\B014_1.mat,B014_1.mat,BA,12000.0,3.0,滚动体,,,0.014,1.0,1775,-0.0005370896312246322,0.4467134838974157,0.44671380677234346,-1.3995721238101289,0.004425696174139482,0.8881593485966027,1.9882066216261611
12kHz_FE_data\B\0014\B014_2.mat,B014_2.mat,DE,12000.0,3.0,滚动体,,,0.014,2.0,1755,0.00020094370276602645,0.19742384791020937,0.1974239501733393,4.460930582879075,0.00023786101892675273,1.4412062167039859,7.3000576446707655
12kHz_FE_data\B\0014\B014_2.mat,B014_2.mat,FE,12000.0,3.0,滚动体,,,0.014,2.0,1755,0.0002339862244886153,0.2956236405973988,0.29562373319747737,5.322507479113714,0.050144028790202466,2.4533124882086157,8.298767022774173
12kHz_FE_data\B\0014\B014_2.mat,B014_2.mat,BA,12000.0,3.0,滚动体,,,0.014,2.0,1755,0.0003340363254882568,0.5591794637043248,0.5591795634757435,-1.415980272258397,0.0024918350510287615,1.051805160338567,1.880979257898421
12kHz_FE_data\B\0014\B014_3.mat,B014_3.mat,DE,12000.0,3.0,滚动体,,,0.014,3.0,1732,-0.00023617778329259275,0.167777983234307,0.1677781494656462,5.808953704312318,0.02110445995635591,1.56490793994508,9.327245204033593
12kHz_FE_data\B\0014\B014_3.mat,B014_3.mat,FE,12000.0,3.0,滚动体,,,0.014,3.0,1732,-5.539502083520576e-05,0.22931178509449462,0.229311791785403,10.3111053573614,0.0891373091928507,2.6473156551234647,11.544611964834777
12kHz_FE_data\B\0014\B014_3.mat,B014_3.mat,BA,12000.0,3.0,滚动体,,,0.014,3.0,1732,-3.435100853379707e-05,0.6528636931231591,0.6528636940268636,-1.4260231567906245,0.00184537412774052,1.2530133694503078,1.919257236869339
12kHz_FE_data\B\0021\B021_0.mat,B021_0.mat,DE,12000.0,3.0,滚动体,,,0.021,0.0,1796,-0.00018684194798510123,0.09907534299676904,0.09907551917522796,0.4464587840248142,-0.012385260196637578,0.7735225436807575,7.807403384005307
12kHz_FE_data\B\0021\B021_0.mat,B021_0.mat,FE,12000.0,3.0,滚动体,,,0.021,0.0,1796,9.594626452634598e-05,0.14099639284299612,0.14099642548810296,19.312124500843648,0.17263629703483505,2.4654059620653923,17.48559194696336
12kHz_FE_data\B\0021\B021_0.mat,B021_0.mat,BA,12000.0,3.0,滚动体,,,0.021,0.0,1796,-0.00040888752090713685,0.10317824460666153,0.10317905479852407,-0.7544837982925885,-0.034234092838695676,0.3439007849189729,3.3330484136581977
12kHz_FE_data\B\0021\B021_1.mat,B021_1.mat,DE,12000.0,3.0,滚动体,,,0.021,1.0,1775,-6.46050821414836e-05,0.10638052067652291,0.10638054029391257,0.9255447695145627,-0.025960021917060046,0.6525375358166166,6.133993435394846
12kHz_FE_data\B\0021\B021_1.mat,B021_1.mat,FE,12000.0,3.0,滚动体,,,0.021,1.0,1775,8.29985953819632e-05,0.1805036813648816,0.18050370044694802,18.3739338871758,0.08888573768237412,2.5333422985186154,14.034849658183001
12kHz_FE_data\B\0021\B021_1.mat,B021_1.mat,BA,12000.0,3.0,滚动体,,,0.021,1.0,1775,-0.0003336079999870076,0.14345537975166356,0.14345576765676468,-1.172569982518573,-0.05039824337703518,0.3618020066377494,2.5220457326149797
12kHz_FE_data\B\0021\B021_2.mat,B021_2.mat,DE,12000.0,3.0,滚动体,,,0.021,2.0,1756,-6.982168759348754e-05,0.10787077557032662,0.10787079816712136,0.4387518267659485,0.030517842444967098,0.6358162892128278,5.894239219661419
12kHz_FE_data\B\0021\B021_2.mat,B021_2.mat,FE,12000.0,3.0,滚动体,,,0.021,2.0,1756,5.828428449462104e-05,0.1712049549052084,0.1712049648262347,4.623960655550505,0.011044779773759653,1.5747606905712055,9.198101773330675
12kHz_FE_data\B\0021\B021_2.mat,B021_2.mat,BA,12000.0,3.0,滚动体,,,0.021,2.0,1756,0.0005548464114260342,0.17895718909002492,0.1789580492225572,-1.2846656194629382,-0.024660942069102208,0.41444571243844763,2.315881930088718
12kHz_FE_data\B\0021\B021_3.mat,B021_3.mat,DE,12000.0,3.0,滚动体,,,0.021,3.0,1734,0.000124075612894884,0.11370714752908852,0.11370721522383534,0.3337601933889074,-0.009084992511496068,0.5900522009317016,5.189223918378178
12kHz_FE_data\B\0021\B021_3.mat,B021_3.mat,FE,12000.0,3.0,滚动体,,,0.021,3.0,1734,0.00022451277937211817,0.18931700386273068,0.1893171369885708,7.024045295534293,0.0427142368942482,1.9193954653230811,10.138519395837664
12kHz_FE_data\B\0021\B021_3.mat,B021_3.mat,BA,12000.0,3.0,滚动体,,,0.021,3.0,1734,-0.00020400059416819262,0.20926449111792667,0.20926459055245644,-1.2986894548541188,-0.014520001271832261,0.4682994765829942,2.237834290773648
12kHz_FE_data\IR\0007\IR007_0.mat,IR007_0.mat,DE,12000.0,3.0,内圈,,,0.007,0.0,1796,-0.00038810813171675243,0.12226794878681622,0.12226856475994727,1.0760002766749226,-0.12855986936220315,0.6569202519363297,5.3727648903549055
12kHz_FE_data\IR\0007\IR007_0.mat,IR007_0.mat,FE,12000.0,3.0,内圈,,,0.007,0.0,1796,0.0006279238278909472,0.27590672346487916,0.2759074379958955,4.400861884262707,0.07561363465435877,1.987013685775943,7.201740193048012
12kHz_FE_data\IR\0007\IR007_0.mat,IR007_0.mat,BA,12000.0,3.0,内圈,,,0.007,0.0,1796,-0.00018991899292468938,0.0900217815750047,0.090021981910874,-0.6510868894139579,-0.07380299675637098,0.31402153873410504,3.4882762195238173
12kHz_FE_data\IR\0007\IR007_1.mat,IR007_1.mat,DE,12000.0,3.0,内圈,,,0.007,1.0,1772,4.128966580193517e-05,0.12005743738685055,0.12005744448693735,0.9102057822989562,-0.19284392378159204,0.6140317235078507,5.11448270560731
12kHz_FE_data\IR\0007\IR007_1.mat,IR007_1.mat,FE,12000.0,3.0,内圈,,,0.007,1.0,1772,-6.894520117801467e-05,0.23825439683120375,0.23825440680676083,3.043540520155851,0.1116724911992113,1.4373271651162824,6.032741154215227
12kHz_FE_data\IR\0007\IR007_1.mat,IR007_1.mat,BA,12000.0,3.0,内圈,,,0.007,1.0,1772,0.0001705059428080869,0.19493834014160638,0.1949384147094696,-1.2524590624446552,0.06305417991254118,0.5045047165989243,2.5880210288506915
12kHz_FE_data\IR\0007\IR007_2.mat,IR007_2.mat,DE,12000.0,3.0,内圈,,,0.007,2.0,1755,-3.834566993983456e-05,0.12542330861794476,0.12542331447965574,0.8950986197441173,-0.167779907327117,0.7078202489619076,5.643450357682259
12kHz_FE_data\IR\0007\IR007_2.mat,IR007_2.mat,FE,12000.0,3.0,内圈,,,0.007,2.0,1755,-0.00010766522217906527,0.2323095499013737,0.2323095748504114,3.143033407489967,-0.05809667488264582,1.535564975499322,6.609994342627082
12kHz_FE_data\IR\0007\IR007_2.mat,IR007_2.mat,BA,12000.0,3.0,内圈,,,0.007,2.0,1755,0.0006857065293089461,0.24079075014389112,0.24079172649470773,-1.3268913808468465,0.028392588635269934,0.5424698210951954,2.252859053723003
